Metacritic score,Positive,Negative,Recommendations,Price,Average playtime forever
81,616,27,572,19.99,27
60,1615,688,1579,14.99,384
77,134,15,131,5.99,789
77,35,3,0,13.99,0
83,19693,939,16939,29.99,400
58,1566,624,1254,14.99,105
78,1197,115,1096,29.99,3078
77,2582,355,2710,9.99,998
50,1220,381,1351,0.54,126
41,76,159,127,2.99,0
76,949,76,857,14.99,376
68,62942,16629,54694,15.99,8250
83,2986,223,2154,19.99,275
76,923,255,1085,9.99,56
76,201,95,190,19.99,86
80,510,773,1185,9.99,138
82,95,9,0,4.99,4
74,354,145,328,3.99,56
66,3727,1238,4035,14.99,619
72,95,152,179,9.99,284
63,1273,417,466,9.99,65
76,77,12,0,19.99,71
92,823693,56683,14410,0.0,9916
75,769,93,538,9.99,168
77,2350,400,1770,9.99,137
47,804,1369,1896,9.99,635
83,774,93,782,9.99,620
73,352,27,182,0.0,330
71,263,92,158,1.19,87
87,3278,464,3203,19.99,862
83,1281,69,1206,59.99,602
89,52,25,0,9.99,0
67,82,64,113,14.99,3
29,275,671,415,0.0,405
74,1664,261,1627,9.99,77
71,89,31,0,9.99,0
61,4726,978,4346,9.99,225
63,479,244,601,18.99,337
71,27,6,0,9.99,0
64,1913,782,2022,9.99,220
78,1566,233,1538,0.0,411
89,0,0,5320,29.99,0
68,275,116,348,14.99,1965
73,1538,1703,148,0.0,38
55,722,244,814,34.99,636
42,44,21,0,1.99,0
29,782,388,822,4.99,8
24,1063,1749,2065,11.99,1257
50,284,428,467,0.59,146
86,9822,333,6927,49.99,6896
63,1343,1074,1645,19.99,2125
78,1540,242,1536,4.99,25
72,18566,3860,20485,29.99,1146
78,36,2,0,14.99,0
89,4795,2145,5110,9.99,279
65,474,81,392,7.99,2275
80,837,193,790,14.99,54
66,154,56,141,3.59,0
57,140,126,171,2.99,5
79,5318,844,3226,14.99,396
70,744,120,757,6.99,92
92,4396,277,5062,9.99,0
75,1102,207,739,9.99,95
68,65,15,0,0.0,302
78,168,14,135,39.99,1
69,395,151,341,7.99,9
71,12849,2749,12631,9.99,226
69,1418,253,680,14.99,341
77,541,97,537,4.99,103
78,33986,6189,28887,31.99,619
83,69,2,0,14.99,0
83,1807,307,1979,9.99,61
78,220,6,204,9.99,77
75,1795,277,1662,1.99,233
54,6212,2935,4895,3.99,411
92,2764,234,2394,6.99,70
77,160,33,142,3.99,132
81,11537,1164,10169,16.99,269
70,9305,2970,8518,59.99,1115
85,827,256,784,9.99,383
63,133,57,122,19.99,70
64,13217,1428,8272,4.99,344
30,97,29,0,19.99,0
64,39,7,0,9.99,0
72,156,119,0,14.99,216
69,442724,48241,2912,0.0,9533
82,120,44,143,14.99,11
74,33332,5486,14029,59.99,437
74,1653,221,1297,1.99,215
62,155,83,175,4.99,0
69,305,281,428,29.99,980
61,1462,381,1480,7.99,2019
53,12557,2418,7865,9.99,163
72,4769,355,6231,9.99,32
63,27,8,0,9.99,0
76,143,12,143,7.99,0
80,1779,252,1530,4.99,85
62,106,48,0,9.99,159
83,9181,1092,7558,0.0,532
61,26961,4413,25672,2.49,269
79,281,250,486,24.99,9
74,504,47,251,1.99,126
66,651,383,946,19.99,212
78,8809,1541,8077,23.99,1065
77,124,11,0,9.99,181
74,9170,1053,8495,9.99,276
75,5847,875,5108,0.0,387
77,12551,4648,48680,0.0,0
67,21,5,0,9.99,0
61,326,495,327,6.99,250
54,228,74,139,14.99,506
69,3592,534,3513,59.99,723
63,102,37,108,0.59,21
73,781,345,857,19.99,2832
90,785,17,662,9.99,214
72,2704,1087,176,0.0,274
58,31,11,0,9.99,0
77,121,43,0,9.99,96
76,11562,13245,19888,0.0,1517
80,3487,416,2883,9.99,314
67,3560,663,3266,0.0,248
75,2476,283,2196,1.99,384
78,3891,689,3973,9.99,1126
55,206,129,0,14.99,255
69,417,187,221,14.99,299
75,32568,3323,30215,29.99,322
53,459,161,419,29.99,1356
83,7781,824,7304,19.99,680
81,2513,1543,1365,0.0,5759
89,247833,16593,180366,19.99,3019
79,201,22,0,12.99,27
61,1379,509,1742,9.99,154
66,485,95,484,6.99,91
78,38308,3980,36450,59.99,659
54,73,57,0,6.99,0
65,775,338,1018,19.99,520
84,1637,231,1308,19.99,786
82,9390,1635,9962,19.99,1287
96,26231,1546,21456,0.0,345
73,1501,320,1253,19.99,711
85,4681,205,4438,19.99,253
63,7553,3883,8368,19.99,1692
87,20536,926,16916,7.99,253
72,39485,10008,1759,0.0,2563
79,2,0,0,19.99,0
82,4993,212,3427,4.99,4203
59,443,110,284,9.99,165
59,185,134,302,9.99,35
82,16925,2891,17319,19.79,982
68,537,164,616,9.99,275
77,19201,1047,319,0.0,278
89,47123,2774,33725,7.49,2019
85,27797,653,23181,14.99,506
66,279,134,340,6.99,0
63,85,74,111,14.99,13
63,51,40,0,14.99,0
79,2360,744,1487,44.99,354
72,16495,3372,15018,19.99,1312
75,156,35,137,14.99,0
58,5,3,0,1.79,0
94,460812,51238,391693,59.99,5293
68,1394,450,1657,15.99,435
85,91,6,0,5.99,0
68,168,57,173,12.99,0
56,85,39,0,6.99,37
83,196,69,202,4.99,209
82,3682,1294,127,0.0,564
80,19408,4169,0,0.0,370
44,56,58,0,1.99,234
87,6402,227,5332,12.99,998
70,2564,177,1059,14.99,110
83,24127,1533,17535,24.99,681
76,2398,273,2454,11.99,1643
79,949,201,592,19.99,177
75,257,41,130,0.0,0
64,438,47,306,19.99,0
60,218,53,218,11.99,70
59,1275,125,1070,12.99,492
81,3891,605,3281,29.99,854
93,61280,2549,58334,29.99,1923
54,121,81,0,39.99,218
46,18,13,0,9.99,0
62,4635,480,3999,9.99,164
93,5857,401,3994,19.99,470
65,126,38,111,9.99,350
68,1,0,0,10.99,0
60,654,327,516,0.0,0
74,162,38,0,9.99,0
58,348,444,632,0.0,242
85,0,0,65637,29.99,314
66,148,38,152,14.99,34
63,58,24,0,3.99,90
74,2637,1327,2638,29.99,101
83,81265,6228,73633,19.99,793
73,260,116,275,19.99,171
83,420,73,434,14.99,0
75,126,33,0,14.99,137
80,20082,4557,0,0.0,907
75,1956,188,1533,9.99,155
81,4341,1058,3897,49.99,3253
70,987,288,361,0.0,1138
65,788,260,670,24.99,158
76,83,8,0,2.99,0
90,1835,39,1562,19.99,1938
66,959,261,831,4.28,306
73,847,511,1097,4.99,159
88,8447,998,8988,24.99,1175
81,39481,5314,35584,29.99,1379
79,6007,328,5910,14.99,779
49,10,9,0,0.99,308
67,273,213,253,9.99,299
81,12859,1623,13338,14.99,270
68,77,83,127,9.99,708
70,123,45,0,9.99,483
70,4258,228,3463,19.99,491
78,790,132,404,9.99,160
72,1476,566,1009,19.99,473
59,1242,461,1162,7.99,266
67,288,58,210,14.99,189
81,9119,807,7203,9.99,835
79,6188,306,4932,12.99,520
77,868,109,552,14.99,272
47,136,57,0,4.99,0
71,1207,133,1217,9.99,297
85,577656,51069,553709,3.99,1360
74,11280,2241,10070,4.79,567
61,6299,1197,6019,4.49,1821
86,1078,65,778,7.99,108
78,11623,1570,11422,14.99,591
61,144,32,147,11.99,125
43,1359,4157,2999,14.99,1276
72,7630,685,6231,9.99,302
74,437,13,423,10.99,282
58,177,162,301,5.99,271
72,774,534,692,9.99,170
79,3084,68,2782,16.99,252
57,800,620,989,4.99,60
58,3331,597,3049,14.99,137
80,1576,103,1203,9.99,102
76,3966,256,2911,19.99,257
83,175219,15155,138424,39.99,12245
68,5731,992,2459,14.99,192
90,5061,619,3929,4.99,725
89,112452,2428,97779,24.99,4791
59,22,18,0,6.99,0
72,1597,280,1644,7.99,162
79,302,38,299,4.99,0
70,54,61,0,19.99,305
80,10647,1794,11251,19.99,1051
81,2078,294,1847,14.99,328
78,128,23,141,4.99,17
72,32,2,0,14.99,0
56,650,231,828,6.99,1251
82,889,171,835,19.99,0
91,340,150,445,0.0,1187
68,2580,1752,2899,29.99,856
76,5779,340,4920,19.99,706
78,373,138,235,19.99,610
70,63,8,0,19.99,0
77,26591,1795,19583,9.99,978
74,17383,4383,20191,29.99,2987
75,1437,236,1185,14.99,474
51,6029,1681,4398,6.99,756
84,1836,106,1787,9.99,141
73,19874,1657,15661,19.99,4405
70,458,157,362,9.99,127
84,926,217,1030,1.39,521
66,174,10,108,3.99,0
86,77,4,0,14.99,0
75,354,37,279,9.99,863
70,506,66,169,9.99,62
68,478,115,479,5.99,217
72,1288,318,1475,24.99,1863
77,3767,340,3559,1.99,241
78,397,68,413,8.99,233
63,6858,1460,6234,9.99,1573
67,265,79,312,6.99,0
85,73,12,0,9.99,0
79,443,41,446,9.99,0
79,105,15,109,9.99,153
72,605,351,810,4.99,71
81,43328,7025,35244,24.99,1614
80,10590,568,9958,19.99,893
84,229418,53135,178849,19.99,6780
86,885,220,727,8.99,320
72,488,177,500,9.99,131
69,620,188,573,29.99,0
80,512,299,666,19.99,28
75,2350,306,2389,21.99,1574
93,11836,714,7981,19.99,1457
73,3137,913,3395,19.99,371
78,974,81,2267,14.99,1990
84,20617,891,18981,29.99,894
61,6,2,0,0.0,1203
68,79,12,0,9.99,0
51,105,26,124,9.99,1038
55,420,437,549,9.99,192
81,558,49,567,39.99,0
68,1455,652,332,0.0,207
67,1949,833,2215,5.19,85
69,703687,108223,655687,39.99,16623
66,484,155,394,4.99,187
88,6043,452,5534,4.99,135
58,1267,272,1215,6.99,210
80,3173,2732,3231,0.0,3351
69,300,210,290,39.99,155
80,12383,877,9279,19.99,1653
59,11041,1680,11376,19.99,1187
70,1087,817,1822,12.99,112
68,6208,417,5297,14.99,290
40,214,241,249,3.99,114
57,206,66,228,19.99,62
71,1041,72,1088,17.99,402
81,3355,764,3240,19.99,300
70,1071,277,1228,14.99,111
53,905,88,769,5.99,287
82,333,257,493,5.99,244
87,133389,2318,113468,34.99,10424
69,120,52,138,13.99,291
67,223,79,219,4.99,107
81,28497,4053,25161,19.99,235
75,364,34,191,34.99,482
81,13596,290,12286,9.99,268
47,1202,1304,1896,14.99,157
68,1039,152,556,19.99,118
78,6901,461,6699,19.99,441
53,395,190,340,9.99,11
77,76,30,0,14.99,0
72,2415,537,1982,9.99,160
73,1271,485,1130,19.99,215
56,50,15,0,3.99,131
87,191795,7238,181183,29.99,1927
84,99112,5684,94102,19.99,3547
61,1511,750,1489,14.99,233
70,248,9,206,19.99,0
69,1446,370,1192,1.99,244
77,64,13,0,6.99,0
60,141,62,158,24.99,117
62,615,184,102,4.99,195
76,0,0,0,9.99,0
68,150,21,106,2.99,241
57,350,156,376,7.99,293
43,271,303,442,4.99,123
69,838,252,964,4.99,1787
57,5233,586,4481,19.99,232
66,69,22,0,9.99,0
87,7199,177,6951,10.99,333
77,6643,1459,6279,7.49,1968
72,1012,280,1130,14.99,98
85,1590,462,1880,19.99,882
85,7504,2479,8562,39.99,2150
78,292,62,330,4.99,0
69,966,505,0,0.0,194
71,439,58,419,14.99,31
63,69,9,0,9.99,0
78,96,63,0,14.99,536
64,2414,471,2478,11.99,266
73,242,67,236,12.99,60
77,501,82,493,4.99,1200
81,2287,403,2065,14.99,590
63,177,48,109,14.99,0
59,63,39,0,0.0,0
69,430,131,178,9.99,536
69,2544,63,1861,0.0,99
65,2164,1252,2786,9.99,746
76,9027,664,7870,59.99,1747
77,6915,2680,6970,39.99,1110
73,677,179,739,9.99,360
75,10454,3525,206,0.0,747
74,624,42,520,14.99,153
80,850,87,770,10.99,295
86,10013,616,8602,9.99,455
86,1295,170,1107,19.99,113
83,7637,782,3700,14.99,242
49,762,3397,3239,9.99,381
60,35262,27492,57349,39.99,2810
73,58964,3780,53211,19.99,11293
83,2037,615,2409,0.0,618
77,2017,112,1671,24.99,140
79,77,3,0,17.99,0
81,4350,157,3766,9.99,680
94,19842,2148,17655,39.99,1876
77,18043,3757,17259,14.99,1473
66,180,79,132,19.99,1
60,102,89,112,11.99,0
71,202,51,208,4.99,255
71,240,44,235,6.99,72
48,49,127,116,14.99,32
90,8106,520,5803,14.99,250
56,2293,1083,2511,6.99,2396
56,14680,2317,16021,39.99,1971
84,690,174,721,9.99,425
74,20640,3905,22736,29.99,1012
77,5756,629,5930,12.99,114
96,142368,3687,110892,9.99,606
80,303,56,0,9.99,118
84,80256,3770,77838,19.99,829
61,494,284,497,9.99,163
74,58,30,0,0.0,345
79,120,12,126,6.99,5
79,537,249,767,9.99,332
59,1476,301,1207,9.99,188
66,2001,1337,2411,19.99,159
72,1070,156,663,6.99,173
84,560,48,562,39.99,716
68,0,0,26842,29.99,0
73,119,40,121,19.99,391
64,428,217,504,0.69,208
73,194,21,167,9.99,0
67,83,46,0,4.99,18
54,101,65,136,19.99,0
71,997,107,982,14.99,131
71,110,39,104,0.99,9
75,275,81,167,14.99,348
83,5064,469,3132,11.99,220
71,1841,516,1514,9.99,181
82,10937,81,9137,7.99,152
70,1090,263,1277,24.99,275
78,9151,1014,7592,19.99,357
60,45,16,0,12.99,0
90,19411,1647,18116,19.99,902
70,124,50,154,9.99,2
94,10055,428,9025,9.99,243
72,398,72,298,0.0,20
83,143,40,161,9.99,0
51,92,214,105,4.49,0
57,114,42,0,2.99,12
78,4150,2450,4177,59.99,229
77,800,139,874,29.99,166
76,953,407,1256,19.99,13
81,253,2,216,4.99,0
67,1912,223,1622,4.99,281
84,629,30,603,19.99,0
72,2254,144,2184,11.99,189
78,2,1,0,9.99,0
86,25545,18410,32739,59.99,2263
61,1435,908,1879,4.99,33
78,99,11,0,7.99,0
81,129,36,135,19.99,25
46,45,92,121,2.09,3
80,698,237,728,14.99,760
74,18484,1641,9501,59.99,622
79,11496,2260,12751,19.99,719
79,524,108,289,14.99,275
70,462,186,188,4.99,195
76,2836,451,2226,1.99,183
87,2484,460,2082,8.99,198
81,10377,332,7194,12.99,1331
89,107493,3175,72642,39.99,1077
58,330,49,361,3.99,0
70,428,228,280,9.99,127
61,269,207,309,4.99,538
70,403,107,298,1.99,173
61,29,115,109,0.0,0
86,43312,6020,30008,29.99,994
79,1679,102,1156,19.99,182
85,12712,2457,11890,39.99,2046
63,2960,841,2839,19.99,199
66,95,111,161,9.99,440
75,448,43,349,17.49,366
87,16713,4896,14829,59.99,781
84,69399,5837,48164,19.99,1067
66,546,101,477,7.49,313
70,702,254,314,19.99,627
58,38,75,0,0.0,45
69,1422,863,1525,39.99,309
78,819,124,380,9.99,246
75,21436,2324,18887,19.99,467
74,245,56,187,9.99,162
70,862,272,739,19.99,290
79,520,65,489,14.99,161
73,281,254,448,5.99,145
69,50,160,0,2.99,51
89,7212,156,6007,59.99,903
82,9785,601,8639,9.99,556
78,2393,253,2117,19.99,209
89,10727,662,9501,19.99,666
76,926,277,533,4.99,223
91,21567,916,29376,19.99,886
73,474,127,387,4.99,157
73,381,67,362,14.99,0
53,34,28,0,4.99,0
86,202,3,202,4.94,0
80,384,36,282,14.99,148
76,756,275,751,12.99,32
73,192,18,193,9.99,0
74,988,84,488,14.99,212
77,5743,1563,6375,19.99,1741
80,26,1,0,5.99,0
76,166,34,165,29.99,0
78,713,78,657,7.99,2697
76,5655,2794,4312,0.0,1074
85,4879,447,4562,49.99,1362
73,3177,592,3007,19.99,631
82,1503,391,1561,9.99,169
60,48,50,0,3.99,0
77,122,75,0,4.99,228
81,1039,199,919,9.99,152
82,19858,1371,12691,9.99,6782
77,12457,1200,7489,9.99,7751
91,1313,384,1390,5.99,149
75,2149,505,1951,9.99,181
85,4217,349,4289,29.99,1083
68,85,40,102,19.99,0
80,3702,1162,4315,8.99,279
76,2114,636,2333,7.99,356
82,81,12,0,4.99,2
32,188,63,223,4.99,0
78,1,1,0,9.99,2
40,341,90,268,0.99,341
55,18,26,0,0.0,0
82,9181,1349,9234,34.99,1831
64,287,130,0,0.0,46
75,563,129,618,4.99,64
75,549,141,609,24.99,0
34,2276,3332,3423,4.99,153
59,41,18,0,5.99,36
87,12401,326,11734,29.99,263
74,71,34,0,16.99,0
80,100300,21936,100639,19.99,6568
90,56620,1154,91622,9.99,0
81,942,169,1027,19.99,157
84,2307,224,2027,19.99,432
78,1776,192,1805,19.99,2090
75,205,20,0,14.99,1
80,1797,68,1746,19.99,387
78,1821,102,1494,9.99,127
78,3825,449,3996,24.99,94
79,503,142,472,14.99,124
67,68,65,120,4.99,14
82,1046,68,777,9.99,244
89,8,1,0,19.99,0
75,1144,59,1057,34.99,833
78,164,59,154,14.99,0
41,34,24,0,4.99,78
63,46056,6014,0,0.0,910
81,10135,2464,10474,14.99,537
85,10451,648,10037,19.99,394
72,173,66,166,9.99,0
59,166,124,0,9.99,27
68,428,101,464,19.99,321
80,431,102,365,12.99,209
81,67,1,0,19.99,0
79,3441,440,3087,9.99,485
74,9350,1268,8247,0.99,335
67,11207,3721,13168,49.99,1921
73,309,209,307,14.99,460
72,585,198,471,14.99,171
58,735,149,813,9.99,108
69,7240,3156,8227,14.99,530
68,327,189,368,19.99,282
83,7202,333,5776,9.99,400
76,97,28,123,9.99,93
71,2671,927,2884,29.99,782
63,59,19,0,19.99,10
79,54712,11675,45478,24.99,743
86,3453,68,3081,19.99,1055
59,732,615,706,4.99,69
78,597,9,539,4.99,73
66,143,43,168,19.99,246
73,2404,470,2406,24.99,326
77,298,3,232,14.99,0
78,140,2,126,19.99,0
87,71,12,0,9.99,213
58,102,28,0,7.99,1208
65,3921,1372,3501,14.99,808
66,6194,610,5661,19.99,980
79,1336,303,1135,4.99,214
65,16,19,0,9.99,0
59,2551,964,2694,4.99,291
71,270,29,240,19.99,0
87,37494,5799,28491,59.99,4462
81,1123,160,1150,5.99,2001
79,5384,1104,5735,49.99,512
78,5637,774,4833,29.99,1003
83,1188,66,1116,29.99,2823
79,520826,62574,375054,9.99,6177
70,15660,5510,15037,19.99,489
64,193,82,200,19.99,401
73,6670,1021,4859,6.74,337
78,1349,217,1370,29.99,84
88,198387,5135,122770,9.99,10524
76,187,91,166,4.99,78
76,4039,665,3921,29.99,769
86,17358,849,16920,24.99,283
81,6838,222,6456,2.99,205
74,1206,256,859,2.49,648
83,10776,2623,11659,11.99,219
76,5654,383,3999,1.49,368
89,619457,16204,457367,9.99,2166
76,3141,606,2343,4.99,129
68,202,67,189,12.99,0
77,200,93,195,9.99,202
85,1692,371,1851,8.99,797
69,619,48,422,3.59,104
72,11964,1829,12553,19.99,645
82,138,33,138,3.99,0
89,77418,4134,50589,29.99,2049
84,14200,944,12099,19.99,433
58,188,189,261,3.99,13
72,4894,609,5127,49.99,567
79,651,108,539,24.99,2383
77,3665,1692,4513,2.99,1008
67,136,13,134,19.99,32
79,6513,1001,6315,4.93,185
80,2729,560,2587,49.99,1268
74,5469,733,1798,14.99,258
84,4311,372,2296,9.99,341
86,2148,274,1974,9.99,112
78,10941,677,9471,24.99,849
51,609,103,498,8.99,84
55,160,114,179,9.99,268
73,3492,1108,2328,5.99,828
69,244,96,0,16.99,55
76,698,111,754,39.99,0
76,3891,476,3695,19.99,408
71,694,366,0,0.0,70
90,2479,151,2065,14.99,368
80,3681,506,3364,19.99,1148
85,64497,26725,60280,59.99,6223
88,5344,390,2925,14.99,253
80,1230,110,1153,9.99,561
56,39,8,0,14.99,0
78,2923,325,2731,14.99,281
82,1203,118,1135,0.0,49
88,39751,2734,22620,9.99,147
70,143,177,284,9.99,0
72,316,62,252,19.99,256
68,678,161,751,39.99,3034
78,16,3,0,5.99,0
63,142,65,128,0.0,0
52,71,34,0,9.99,0
75,349,144,463,4.99,48
79,159,36,115,0.0,0
66,5271,761,4988,14.99,297
50,18,28,0,9.99,0
67,196,35,178,4.99,23
20,67,392,363,14.99,293
80,1370,169,1582,1.99,0
58,3609,674,3121,39.99,609
75,1283,65,1267,8.99,0
84,103354,9996,98735,24.99,2307
79,147,74,189,9.99,0
60,540,285,458,19.99,158
48,3,0,0,19.99,0
45,188,233,317,4.99,37
68,63,154,155,0.54,3
84,1102,69,550,1.99,138
71,6748,1863,5934,19.99,716
78,737,118,625,39.99,7373
75,482,82,382,14.99,54
73,345,139,315,17.99,88
81,8053,1139,6607,29.99,595
54,284,201,185,14.99,149
65,467,126,458,0.0,127
77,429,242,578,29.99,502
69,166,54,170,14.99,0
76,665,93,458,14.99,129
59,28,65,0,9.99,250
87,1052,150,932,0.0,35
75,5621,3062,226,0.0,1179
33,3081,4104,5073,29.99,1288
75,145,54,0,4.99,240
64,1782,462,1644,18.99,219
69,882,205,948,24.99,0
69,264,29,235,0.0,0
63,617,456,0,9.99,117
78,1663,290,1520,2.49,317
76,73,24,0,14.99,199
81,38750,3491,31796,29.99,499
71,9577,1015,8361,19.99,335
75,1217,224,796,4.99,171
61,201,47,146,9.99,0
73,76,36,0,39.99,0
65,89,52,0,4.99,131
70,2021,151,2006,9.99,2348
80,74276,20426,57141,19.99,2634
68,125,24,112,4.99,6
60,133,65,124,2.99,188
80,992,76,999,9.99,27
81,230,13,169,19.99,0
71,7068,1470,7022,19.99,543
83,731,34,705,2.71,42
68,2101,333,1849,4.99,243
74,3866,751,3951,49.99,486
82,1313,55,984,19.99,409
68,551,316,582,14.99,213
74,2777,515,2934,9.99,624
90,265,11,216,4.99,0
67,1562,784,1736,14.99,295
81,755,128,497,7.49,667
72,2481,123,2080,14.99,362
68,148,62,168,7.99,0
77,263,149,244,29.99,0
76,9446,3096,7315,39.99,767
65,13442,1535,15159,9.99,1321
61,53,162,109,9.99,28
78,117388,16105,94380,39.99,7446
91,35161,4391,26616,39.99,6304
84,2088,204,1866,29.99,935
84,16882,733,13977,19.99,0
67,226,201,115,0.0,49
75,54375,2824,48881,29.99,4147
79,38,9,0,4.99,0
92,3359,233,3301,9.99,181
79,1259,242,1000,14.99,36
76,4199,335,4158,29.99,201
81,8511,331,5365,4.99,169
81,366,68,393,39.99,0
75,186,14,150,19.99,941
84,50047,4792,45170,11.24,1738
83,728,29,444,9.99,255
83,47643,846,43011,14.99,346
82,96,22,0,19.99,513
80,1501,343,1639,14.99,0
49,171,183,217,4.99,0
70,1512,583,1743,19.99,79
53,888,280,893,16.99,411
74,2207,537,2366,29.99,214
69,1058,159,1010,7.99,295
70,175,18,156,11.99,0
72,7698,2256,8445,29.99,1685
82,3715,673,3475,19.99,663
74,240,19,244,9.99,0
73,3065,491,2640,24.99,169
75,369,49,456,9.99,0
77,280,33,280,19.99,0
52,1520,1545,1636,2.99,605
76,2050,215,1835,19.99,459
79,78,7,0,2.99,0
79,416,283,511,9.99,185
90,4755,278,3572,14.99,103
86,48819,2533,40849,19.99,2017
73,10279,717,9378,11.99,489
85,36098,1777,34794,24.99,755
68,562,65,325,9.99,249
75,11820,2597,9993,19.99,735
67,1633,563,1296,12.99,539
74,443,95,386,19.99,161
75,1344,441,1675,29.99,121
80,682,51,627,19.99,887
43,235,259,306,1.04,104
68,372,219,499,29.99,137
67,430,160,545,9.99,90
93,71580,1112,62400,59.99,802
83,33464,3346,26385,14.99,367
66,211,30,174,29.99,45
57,901,372,1104,4.41,250
88,12999,896,12181,19.99,608
80,10614,1816,7989,9.99,718
78,2541,426,2612,9.99,569
80,7498,278,7414,9.99,100
61,630,800,1205,29.99,719
82,3804,306,3793,19.99,509
53,1495,557,1671,11.99,287
80,11031,1141,8983,14.99,718
49,68,93,127,6.99,9
62,74,50,108,4.99,465
68,15087,10789,9179,59.99,2134
84,614,305,882,19.99,202
67,828,254,940,13.39,0
63,104,80,124,4.99,31
53,187,179,303,29.99,1185
91,12493,1019,9293,9.99,350
65,142,69,133,19.99,161
80,84411,3243,60790,19.99,319
78,469,18,279,14.99,191
55,103,43,127,29.99,52
82,142,46,0,6.99,57
69,562,85,326,9.99,34
68,575,167,694,4.99,38
49,28,6,0,9.99,0
63,166,31,0,9.99,226
66,405,166,318,9.99,104
74,350,23,259,17.99,0
76,111,17,0,14.99,0
72,615,254,450,6.24,159
73,43769,14463,41753,9.99,8122
68,12486,1526,12107,14.99,192
78,217,20,204,5.99,0
74,143,44,155,9.99,0
71,1455,913,1999,39.99,198
78,3502,489,2826,12.0,227
78,325,66,289,4.99,1132
64,1415,1361,2493,19.99,2473
73,58282,5340,40171,19.99,1145
84,496,53,482,9.99,105
65,699,144,642,4.99,339
53,91,32,0,8.99,0
79,70117,12505,54205,39.99,4916
75,902,461,813,11.99,149
71,5942,1369,5627,59.99,547
73,8952,5603,12510,39.99,636
82,7156,377,6304,24.99,186
80,1712,416,1639,14.99,215
80,441,33,247,29.99,0
84,543,131,445,4.99,6
73,14,5,0,9.99,0
43,174,204,238,2.49,0
78,2344,410,916,3.24,140
63,316,149,226,0.99,209
83,577,32,488,14.99,189
80,9498,758,7904,9.99,219
70,2802,330,1839,9.99,461
83,20432,1898,17332,19.99,909
80,699,217,817,9.99,772
72,10911,598,9591,14.99,1140
67,2259,350,2027,29.99,884
78,1159,167,1082,24.99,1021
74,252,170,279,29.99,95
73,137,12,0,7.49,0
68,2154,269,1941,59.99,612
62,1763,668,1966,10.49,265
78,14379,1750,12772,29.99,3484
79,14920,2744,15453,0.0,983
79,3103,732,957,9.99,150
75,361,158,414,14.99,106
72,204,212,363,4.99,0
87,42173,755,38674,19.99,1217
65,394,504,627,4.99,6332
84,6955,374,6364,7.99,297
59,716,123,435,0.54,166
77,2975,135,2859,14.99,659
77,45704,2386,28167,0.0,1350
77,4819,223,4220,9.99,451
60,8814,673,8096,39.99,564
69,1599,1215,1962,9.99,279
64,61,65,115,9.99,1
76,1448,701,1383,9.99,151
69,107,20,0,9.99,0
73,3685,795,3377,14.99,202
79,43939,4257,37669,19.99,826
71,4808,1260,1577,4.99,224
82,247,61,0,6.99,117
83,909,117,987,19.99,2202
93,251841,32592,256117,29.99,5776
75,9015,1099,8577,19.99,355
54,1860,1149,954,9.99,291
75,19823,1825,16198,9.99,288
69,6998,1073,6362,19.99,372
76,26,0,0,14.99,0
82,104,1,0,19.99,0
62,319,105,204,0.99,144
65,307,371,556,9.99,180
70,157904,8930,127486,5.99,1332
81,4263,254,2757,2.24,543
69,52,47,0,9.99,73
74,132,38,0,7.99,0
87,6559,1404,4554,29.99,1419
76,916,219,461,14.99,222
76,1293,320,1413,29.99,201
59,20,21,0,4.99,301
81,4784,321,4317,4.99,159
82,1875,409,1918,24.99,277
74,1161,282,1093,6.99,204
65,1944,366,1973,1.99,169
62,851,178,468,5.99,365
77,76,9,0,12.99,0
69,414,103,314,12.99,457
77,2045,162,1732,14.99,161
76,233,190,281,0.0,0
82,229,64,240,14.99,0
68,1057,689,1195,0.99,160
58,107,37,0,14.99,239
69,102,15,111,6.99,0
72,46,2,0,11.99,0
78,479,62,502,3.99,90
82,273,150,162,9.99,290
71,15,2,0,13.99,0
73,45,16,0,14.99,0
75,599,328,594,9.99,213
85,30558,1192,25511,39.99,2264
78,572,134,606,24.99,207
58,28,4,0,11.99,0
71,175,35,181,0.99,270
87,2584,144,2446,24.99,133
74,35,8,0,11.99,9
70,111,14,0,14.99,31
80,375317,86643,407234,0.0,1806
88,51300,2237,47090,4.99,558
80,21569,1106,17465,19.99,1069
64,394,172,454,9.99,306
73,1421,90,1347,14.99,669
58,264,187,352,29.99,0
73,1037,269,1027,59.99,481
51,225,332,356,4.99,412
70,287,39,164,9.99,227
74,563,38,538,24.99,798
74,1685,704,2135,0.0,483
80,15202,355,13182,29.99,2193
81,2342,312,2437,19.99,514
67,957,174,761,14.99,238
63,93,101,178,12.99,0
86,27191,3674,21465,49.99,3559
51,154,131,172,29.99,0
80,884,149,929,6.99,844
78,238,17,191,17.99,0
84,1872,161,1615,59.99,2066
73,2318,478,2066,14.99,165
68,3609,731,625,0.0,75
63,885,1005,1490,19.99,654
76,12791,9161,15796,39.99,1051
68,177,71,223,24.99,230
53,41,110,129,9.99,185
79,6257,1758,1897,14.99,166
91,66292,1696,51274,9.99,757
43,222,163,178,34.99,0
84,3401,129,2118,19.99,193
70,6913,4595,2886,19.99,202
78,139,8,0,19.99,0
